COUNTRY,INDICATOR,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030
Benin,"Current account balance (credit less debit), Percent of GDP",-4.672,-16.923,-20.877,-11.655,-3.66,-2.566,-2.725,-1.512,-4.468,-0.615,-0.677,-7.971,-2.369,-1.89,0.483,-5.631,-1.269,-4.966,-3.949,-4.232,-2.295,-2.045,-3.742,-6.206,-4.669,-3.444,-3.088,-6.546,-5.499,-6.69,-5.567,-4.833,-5.178,-5.379,-6.668,-5.964,-2.997,-4.158,-4.525,-3.917,-1.746,-4.154,-5.687,-8.176,-6.602,-5.546,-4.975,-4.699,-4.53,-4.296,-4.217
"Eritrea, The State of","Revenue, General government, Domestic currency",,,,,,,,,,,,,0.67,1.398,1.577,1.778,1.85,2.255,2.197,2.32,3.122,3.287,3.686,6.017,5.846,5.957,5.043,4.921,4.457,4.542,6.336,8.493,9.744,7.557,8.599,8.764,9.843,10.55,9.549,10.15,,,,,,,,,,,
"Equatorial Guinea, Republic of","Gross domestic product (GDP), Current prices, US dollar",0.032,0.03,0.035,0.04,0.044,0.074,0.091,0.111,0.119,0.105,0.133,0.132,0.16,0.162,0.12,0.169,0.276,0.526,0.44,0.738,1.159,1.674,2.07,3.733,5.935,8.191,10.096,13.091,19.828,15.072,16.328,21.354,22.403,21.949,21.771,13.187,11.238,12.197,13.309,11.365,9.908,12.222,13.717,12.339,12.769,13.467,14.103,14.322,14.722,15.368,16.181
"Congo, Democratic Republic of the","Primary net lending (+) / net borrowing (-), General government, Domestic currency",,,,,,,,,,,,,,,,,0.015,-0.161,-0.283,-1.982,-18.14,-5.615,42.38,-32.001,-0.54,102.891,172.228,144.119,-9.79,188.163,-135.978,-59.729,631.203,1207.353,1441.871,-390.473,-259.958,113.768,-735.063,-2486.153,-2841.092,-1634.371,-877.642,-2177.022,-2106.268,-4203.84,-2984.807,-3044.395,-3306.551,-4263.674,-3593.448
Benin,"All Items, Consumer price index (CPI), Period average",26.239,26.448,27.521,25.852,28.505,28.833,28.952,28.565,29.549,29.489,29.817,30.443,32.246,32.389,44.871,51.358,53.883,55.932,59.152,59.358,61.856,64.319,65.877,66.87,67.46,71.079,73.771,74.726,80.257,81.008,82.744,85.006,90.739,91.128,90.626,90.824,90.103,91.697,92.475,91.629,94.408,96.044,97.342,100,101.165,103.289,105.355,107.462,109.612,111.804,114.04
"Equatorial Guinea, Republic of","Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",334.935,366.615,369.702,372.8,362.914,398.196,378.674,390.578,402.551,401.409,414.282,409.736,539.591,590.115,680.13,847.62,1269.715,3081.478,3738.122,4602.685,9515.063,14950.062,17435.19,19523.214,25051.652,26758.667,28082.972,31763.839,36421.575,35476.124,31258.975,32509.194,34337.269,32083.48,31452.117,27723.82,24556.627,22720.409,23009.456,20201.904,16693.918,20370.66,21832.316,20848.963,20930.447,20493.834,20377.249,20377.852,20437.165,20671.072,20967.05
"Equatorial Guinea, Republic of","Expenditure, General government, Domestic currency",16.545,16.678,25.591,30.207,30.38,38.253,37.409,61,81.102,39.076,77.232,105.77,251.981,117.321,339.054,119.047,32.418,45.256,91.172,84.907,186.337,165.219,161.699,254.804,484.924,609.587,954.248,1233.481,1759.331,2827.522,2516.853,2767.018,4023.498,3173.41,3395.78,3240.617,1853.092,1421.84,1407.902,1118.564,920.589,861.316,1262.39,1440.003,1429.501,1499.356,1451.028,1489.53,1538.933,1603.862,1645.511
"Eritrea, The State of","Net lending (+) / net borrowing (-), General government, Domestic currency",,,,,,,,,,,,,0.116,0.083,0.232,-0.7,-0.678,-0.234,-1.86,-2.992,-1.337,-0.633,-1.047,0.583,-0.905,-4.046,-2.231,-3.109,-5.387,-4.417,-4.036,-1.747,-1.808,-2.295,-0.049,-0.856,-0.479,-1.647,1.579,0.812,,,,,,,,,,,
"Gambia, The","Net lending (+) / net borrowing (-), General government, Percent of GDP",,,,,,,,,,,,,,,,,,,,,-0.091,-2.523,0.059,-1.732,-1.766,-3.332,-3.194,0.275,-0.454,-1.648,-2.928,-3.028,-2.848,-5.106,-3.937,-5.375,-6.224,-4.349,-3.923,-2.746,-2.369,-4.766,-5.716,-3.693,-4.084,-1.014,-0.548,-0.488,-0.492,-0.501,-0.49
Benin,"Gross national savings, Percent of GDP",20.167,13.137,1.987,0.667,5.847,3.302,4.623,4.666,5.308,6.939,9.866,9.79,8.177,8.816,11.189,11.767,9.871,9.422,9.892,13.317,12.482,15.025,9.924,8.958,10.55,8.642,9.786,9.83,8.242,8.175,10.041,11.629,10.098,13.482,12.589,14.768,17.275,15.328,16.528,17.778,23.887,24.697,25.461,26.355,28.461,28.289,29.559,29.971,30.6,31.134,31.6
"Equatorial Guinea, Republic of","Gross domestic product (GDP), Current prices, Fiscal year, Domestic currency",6.657,8.058,11.564,15.148,19.224,33.16,31.44,33.333,35.579,33.457,36.271,37.175,42.366,45.774,66.501,84.131,141.296,306.767,259.843,454.391,822.85,1225.982,1436.746,2165.051,3130.998,4316.629,5274.146,6264.841,8844.107,7095.919,8072.293,10064.619,11430.511,10840.521,10746.852,7795.42,6661.367,7084.543,7389.223,6658.371,5694.742,6774.079,8537.8,7483.585,7740.47,7820.839,7926.122,8070.218,8310.63,8683.642,9150.725
Benin,"Gross debt, General government, Domestic currency",,,,,,,,,,,,,,,,,,,775.915,891.957,989.769,1019.988,895.249,725.279,702.15,934.213,307.438,558.576,799.146,858.646,990.776,1101.593,1111.504,1144.005,1461.555,2080.455,2516.513,2920.506,3251.781,3476.585,4156.852,4933.102,5881.718,6552.717,6960.332,7190.456,7650.881,8174.315,8730.269,9323.778,9974.403
"Equatorial Guinea, Republic of","Gross national savings, Percent of GDP",-37.928,-66.028,-17.3,24.979,3.171,27.299,35.797,21.017,30.667,25.333,53.408,30.108,40.222,54.897,53.472,5.579,-9.455,45.817,17.658,46.479,51.667,-27.535,-19.62,16.721,17.843,22.488,48.11,45.557,36.746,19.165,8.652,23.222,27.771,26.499,24.646,12.461,2.915,21.06,26.183,21.355,28.06,34.584,35.467,25.403,25.632,25.852,25.083,25.652,25.711,25.757,25.872
"Equatorial Guinea, Republic of","Gross domestic product (GDP), Constant prices, Per capita, Domestic currency",169547.705,169543.168,161020.95,156251.688,146809.435,156144.395,145558.7,146504.112,145851.247,139949.655,139227.265,133194.271,171498.527,183214.137,206746.302,252369.306,371246.303,885706.521,1062502.74,1289987.776,2607702.56,4006998.645,4601566.301,5052891.118,6313956.407,6539132.753,6657451.178,7331422.777,8247593.901,7984256.048,6950667.855,7082533.265,7344060.667,6747182.623,6501174.403,5677839.437,4981859.375,4528245.759,4096528.264,3740412.521,3444272.086,3363706.461,3365681.246,3099407.923,3036147.623,2902228.481,2834754.762,2788073.225,2751503.464,2735101.329,2723184.614
"Equatorial Guinea, Republic of","Expenditure, General government, Percent of GDP",248.537,206.979,221.296,199.411,158.032,115.36,118.986,183,227.947,116.797,212.931,284.516,594.77,256.307,509.844,141.501,22.943,14.753,35.087,18.686,22.645,13.476,11.255,11.769,15.488,14.122,18.093,19.689,19.893,39.847,31.179,27.493,35.2,29.274,31.598,41.571,27.818,20.07,19.053,16.799,16.166,12.715,14.786,19.242,18.468,19.171,18.307,18.457,18.518,18.47,17.982
Benin,"All Items, Consumer price index (CPI), End-of-period (EoP), percent change",,0.795,4.059,-6.067,10.265,1.151,0.414,-1.339,3.445,-0.202,1.112,2.1,2.51,2.888,54.008,3.124,6.914,2.435,6.404,-3.259,9.841,2.318,1.247,0.758,2.668,3.709,5.264,0.286,8.376,-0.459,4.018,1.812,6.785,-1.849,-0.714,2.257,-2.761,2.957,-0.133,0.357,1.064,4.999,2.783,0.434,-0.357,2.1,2,2,2,2,2
"Equatorial Guinea, Republic of","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",1026.784,1026.756,975.145,946.263,889.08,945.613,881.506,887.231,883.277,847.537,843.163,806.627,1038.598,1109.548,1252.059,1528.353,2248.274,5363.853,6434.534,7812.187,15792.288,24266.448,27867.159,30600.389,38237.421,39601.092,40317.63,44399.213,49947.56,48352.782,42093.355,42891.934,44475.748,40861.046,39371.216,34385.086,30170.22,27423.129,24808.64,22651.998,20858.567,20370.66,20382.619,18770.064,18386.958,17575.942,17167.32,16884.616,16663.149,16563.817,16491.649
"Congo, Democratic Republic of the","Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",3306.635,3231.237,3113.796,3056.824,3102.527,3017.356,3058.842,3040.22,2956.771,2826.246,2556.253,2265.6,1951.114,1623.875,1469.69,1462.221,1394.323,1225.384,1154.803,1089.11,971.36,924.03,922.856,953.556,994.236,1057.165,1075.931,1130.471,1175.362,1144.317,1194.884,1245.044,1310.553,1391.901,1447.183,1491.613,1449.941,1455.264,1477.051,1494.301,1471.034,1449.232,1532.973,1610.652,1660.746,1693.377,1726.655,1762.395,1799.516,1837.322,1876.033
"Equatorial Guinea, Republic of","Gross domestic product (GDP), Purchasing power parity (PPP) international dollar, percent of world GDP, Percent, ICP benchmarks 2017-2021",0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.004,0.005,0.006,0.012,0.018,0.021,0.023,0.029,0.03,0.03,0.033,0.038,0.039,0.034,0.035,0.036,0.034,0.033,0.029,0.025,0.023,0.023,0.02,0.017,0.019,0.019,0.017,0.017,0.016,0.016,0.015,0.015,0.015,0.015
"Eritrea, The State of","Revenue, General government, Percent of GDP",,,,,,,,,,,,,39.51,71.445,59.045,58.261,50.242,54.5,47.643,46.32,59.342,49.915,46.782,64.379,49.402,45.599,34.993,31.376,31.417,22.78,25.928,26.749,28.108,25.105,21.477,28.315,29.5,36.755,31.581,33.973,,,,,,,,,,,
Benin,"Revenue, General government, Domestic currency",,,,,,,,,,91.467,79.397,79.288,93.266,101.85,145.43,190.401,217.444,238.165,251.848,287.22,298.722,326.996,347.825,391.285,413.098,436.847,472.553,626.828,633.344,675.817,651.1,692.714,797.519,836.438,824.771,848.316,780.323,1001.657,1075.823,1185.703,1296.296,1387.693,1553.209,1795.075,1952.445,2206.254,2445.448,2744.331,3051.228,3377.447,3734.41
Benin,"Primary net lending (+) / net borrowing (-), General government, Domestic currency",,,,,,,,,,19.512,-2.009,-3.346,4.683,12.279,7.227,-0.464,25.587,29.55,50.573,57.874,-78.24,-72.547,-81.364,-20.955,-7.146,-45.837,0.012,50.848,8.562,-87.039,4.7,-34.55,10.881,-64.54,-89.94,-337.573,-237.086,-203.625,-109.652,89.126,-245.489,-340.144,-424.266,-302.623,-166.92,-144.051,-205.85,-228.176,-269.697,-288.711,-312.468
Benin,"Gross domestic product (GDP), Current prices, Per capita, Domestic currency",134285.944,112136.826,126014.711,134041.839,145190.294,150669.012,143749.042,141533.512,141430.664,135904.246,138085.225,140604.636,144605.225,149884.779,198898.927,237692.062,258251.791,274841.734,291548.101,323203.92,346172.445,360633.69,379089.246,392012.321,400089.169,410965.084,422719.153,436675.873,473028.77,481628.821,481555.645,499247.15,547074.345,577332.617,594680.908,592641.762,598848.061,615910.341,643166.423,676591.48,689265.026,731334.451,788873.672,845784.666,898321.987,949623.037,1004714.941,1061490.244,1119663.154,1174835.365,1232269.988
"Congo, Democratic Republic of the","Imports of goods and services, Volume, Cost insurance freight (CIF), Percent change",,,,,,,,,,,,,,,,,,-22.996,66.949,59.463,-1.31,-22.968,41.015,110.31,-2.083,-0.906,-3.798,53.328,11.152,-5.9,42.949,0.249,-14.459,20.358,12.779,-19.282,16.938,-0.705,14.176,-17.016,48.438,32.609,28.362,6.456,9.81,5.365,5.547,5.488,5.51,4.909,5.339
"Congo, Democratic Republic of the","Gross debt, General government, Domestic currency",,,,,,,,,,,,,,,,,,,,,1777.818,4137.355,4116.465,4147.319,6749.898,6692.847,7798.248,8157.686,10304.475,13933.402,6442.397,7115.415,6940.406,7645.098,8081.553,9476.039,12861.166,13408.5,15033.31,16262.785,22776.185,29020.046,31579.903,44461.624,47411.81,46424.055,40104.523,37883.77,35251.444,31792.302,27191.514
"Congo, Democratic Republic of the","Gross domestic product (GDP), Purchasing power parity (PPP) international dollar, percent of world GDP, Percent, ICP benchmarks 2017-2021",0.187,0.185,0.183,0.181,0.182,0.176,0.179,0.177,0.17,0.162,0.145,0.13,0.105,0.089,0.081,0.08,0.076,0.067,0.063,0.059,0.051,0.049,0.049,0.05,0.052,0.054,0.054,0.056,0.058,0.059,0.061,0.063,0.066,0.07,0.073,0.075,0.073,0.073,0.073,0.076,0.083,0.087,0.091,0.096,0.099,0.101,0.103,0.105,0.107,0.11,0.112
"Equatorial Guinea, Republic of","Gross domestic product (GDP), Price deflator, Index",15.378,17.599,24.712,30.828,38.731,59.172,57.442,58.314,60.633,57.725,61.033,63.344,54.276,53.088,66.03,66.03,72.634,63.593,43.157,59.709,51.365,47.824,46.853,61.686,68.415,87.166,100,103.038,123.48,97.759,122.108,142.921,149.859,148.252,146.363,116.809,109.467,123.415,137.285,130.881,117.572,138.663,169.308,156.36,160.314,164.654,166.106,167.29,169.937,174.024,179.578
"Equatorial Guinea, Republic of","All Items, Consumer price index (CPI), End-of-period (EoP), percent change",,16.7,38.256,60.058,59.518,61.34,-13.514,3.125,-0.337,-8.196,6.985,-0.069,2.82,-2.742,43.746,11.698,-0.003,3.727,6.587,1.124,6.616,12.181,6.2,5.863,5.095,3.163,3.807,3.737,5.47,4.997,5.429,4.919,2.564,4.866,2.575,1.603,2,-0.225,2.59,4.304,-0.638,2.875,5.02,2.243,3.416,2.948,3.502,2.474,2.296,2.322,2.322
"Congo, Democratic Republic of the","Revenue, General government, Percent of GDP",,,,,,,,,,,,,,,,,1.611,1.456,1.236,0.799,0.637,3.03,5.062,4.944,7.017,8.886,9.439,9.191,9.655,13.3,14.403,12.749,15.118,15.221,17.415,14.692,13.399,10.599,10.555,10.809,8.956,12.156,17.276,14.817,15.248,14.557,14.664,15.135,15.346,15.325,15.087
Benin,"Gross domestic product (GDP), Constant prices, Per capita, Domestic currency",522408.206,514635.928,507692.967,481868.636,469023.696,473651.608,471566.521,447887.996,448698.517,423402.722,447264.71,452005.242,451216.142,456825.32,448946.35,466126.106,473723.31,486319.214,490233.26,496012.828,509159.354,520180.247,528033.152,529812.495,536598.191,528493.177,532457.439,547899.542,557632.869,553708.602,548790.237,548476.781,558055.801,580805.868,599744.617,592641.762,594782.183,610399.2,632508.264,659077.837,666091.049,695488.007,720391.516,747070.267,781198.761,812537.52,842619.787,872521.879,902041.175,927642.905,953616.328
"Equatorial Guinea, Republic of","Rate, Domestic currency per international dollar in PPP terms, ICP benchmarks 2017-2021",77.844,81.387,107.63,129.209,156.68,232.03,220.801,218.733,219.685,201.257,205.113,205.913,172.505,164.823,200.718,196.596,212.371,182.786,122.666,167.345,140.771,128.181,123.656,159.652,172.432,213.011,237.064,237.822,279.619,220.017,271.515,311.371,320.52,311.775,302.534,239.224,222.078,245.97,244.417,242.328,242.574,228.968,261.006,232.445,232.55,233.175,231.076,228.884,228.791,230.261,233.235
Benin,"Rate, Domestic currency per international dollar in PPP terms, ICP benchmarks 2017-2021",137.346,106.361,114.107,123.062,132.177,131.661,123.68,125.111,120.543,118.121,109.515,106.734,107.512,107.521,142.15,160.255,168.243,171.457,178.422,192.762,196.675,196.134,199.997,202.129,198.352,200.579,198.653,194.168,202.755,206.63,205.947,209.316,221.311,220.648,216.333,216.169,215.598,212.266,215.738,210.405,212.435,211.107,205.246,204.623,202.804,201.224,201.671,202.371,203.176,203.737,204.049
"Congo, Democratic Republic of the","Population, Persons for countries / Index for country groups",25.124,25.953,26.81,27.694,28.608,29.552,30.528,31.535,32.576,33.651,34.761,35.908,37.334,38.816,40.253,41.576,42.757,44.838,45.734,46.649,48.049,49.449,50.971,52.602,54.315,56.09,57.927,59.835,61.809,63.845,65.939,68.087,70.291,72.553,74.877,77.267,79.801,82.417,85.12,87.911,90.794,93.751,96.801,99.948,103.197,106.552,110.02,113.605,117.314,121.142,125.093
Benin,"Gross debt, General government, Percent of GDP",,,,,,,,,,,,,,,,,,,53.571,39.409,39.592,37.987,30.768,23.381,21.51,26.978,8.366,14.286,18.307,18.748,21,21.86,19.54,18.504,22.282,30.9,35.923,39.384,40.828,40.375,46.142,50.288,54.187,54.904,53.435,50.741,49.586,48.713,47.884,47.284,46.782
Benin,"Gross domestic product (GDP), Purchasing power parity (PPP) international dollar, percent of world GDP, Percent, ICP benchmarks 2017-2021",0.029,0.028,0.029,0.027,0.026,0.027,0.026,0.025,0.025,0.023,0.024,0.025,0.023,0.024,0.024,0.024,0.024,0.025,0.025,0.025,0.025,0.026,0.027,0.026,0.026,0.026,0.025,0.025,0.026,0.027,0.026,0.026,0.026,0.027,0.028,0.027,0.028,0.028,0.028,0.029,0.03,0.03,0.03,0.031,0.032,0.034,0.035,0.036,0.037,0.038,0.039
"Equatorial Guinea, Republic of","Gross domestic product (GDP), Current prices, Purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",0.086,0.099,0.107,0.117,0.123,0.143,0.142,0.152,0.162,0.166,0.177,0.181,0.246,0.278,0.331,0.428,0.665,1.678,2.118,2.715,5.845,9.564,11.619,13.561,18.158,20.265,22.248,26.343,31.629,32.252,29.731,32.324,35.662,34.77,35.523,32.586,29.996,28.802,30.232,27.477,23.476,29.585,32.711,32.195,33.285,33.541,34.301,35.259,36.324,37.712,39.234
"Congo, Democratic Republic of the","Gross domestic product (GDP), Current prices, Per capita, US dollar",2730.694,2301.277,2422.242,1891.283,1221.72,1080.898,1174.016,1075.998,1206.847,1188.851,1192.38,1120.914,973.197,1222.443,639.608,601.803,750.736,642.729,461.123,410.453,397.025,146.542,171.076,171.505,189.173,226.776,265.901,310.819,366.699,291.745,338.802,387.825,427.848,481.137,512.244,519.68,477.259,478.789,564.342,578.891,571.751,615.655,683.479,674.615,721.901,772.032,801.002,826.215,856.149,891.325,921.097
"Eritrea, The State of","Gross debt, General government, Domestic currency",,,,,,,,,,,,,,,,,,,,,11.528,15.71,19.179,24.674,22.9,26.829,28.685,31.565,36.837,41.279,49.314,54.472,59.483,69.969,81.875,84.009,83.826,83.347,80.756,77.796,,,,,,,,,,,
"Equatorial Guinea, Republic of","Net lending (+) / net borrowing (-), General government, Percent of GDP",-204.115,-174.92,-184.922,-154.626,-114.382,-89.328,-97.301,-157.962,-208.495,-76.171,-160.185,-236.036,-557.499,-217.936,-487.312,-123.416,-6.355,3.214,-7.651,-0.191,-2.667,14.909,17.594,9.993,9.218,18.547,21.795,17.16,14.614,-6.475,-4.533,0.835,-7.239,-4.403,-7.541,-15.097,-10.917,-2.59,0.522,1.824,-1.771,2.653,11.683,2.387,-0.554,-1.32,-1.988,-3.033,-3.597,-3.923,-3.641
Benin,"Expenditure, General government, Percent of GDP",,,,,,,,,,17.08,18.122,17.226,18.402,16.378,18.531,20.196,18.151,17.349,14.884,10.746,15.641,15.447,15.284,13.686,13.36,14.139,13.006,15.809,14.549,16.997,14.076,14.728,14.236,14.894,14.225,18.153,15.428,17.689,16.466,14.298,19.071,19.855,19.864,19.17,18.053,18.469,18.749,19.254,19.636,20.028,20.415
Benin,"Revenue, General government, Percent of GDP",,,,,,,,,,17.966,14.879,14.149,15.69,15.813,16.391,17.581,18.003,17.989,17.388,12.69,11.949,12.178,11.954,12.614,12.655,12.615,12.859,16.031,14.509,14.756,13.8,13.746,14.02,13.529,12.574,12.6,11.139,13.508,13.508,13.77,14.389,14.146,14.309,15.041,14.989,15.569,15.849,16.354,16.736,17.128,17.515
"Congo, Democratic Republic of the","Gross domestic product (GDP), Constant prices, Domestic currency",8372.439,8451.52,8413.109,8531.731,8945.047,8986.569,9410.76,9662.132,9707.02,9584.701,8955.147,8198.841,7341.104,6352.382,5962.095,6126.792,6008.254,5537.209,5322.636,5120.246,4703.668,4604.883,4740.624,5055.048,5442.306,5975.851,6281.154,6816.932,7321.503,7362.905,7940.378,8543.316,9283.901,10177.429,10920.613,11615.136,11660.88,12087.475,12670.754,13239.085,13460.315,13692.655,14955.062,16223.709,17272.056,18184.085,19144.865,20177.944,21275.505,22431.312,23651.004
"Equatorial Guinea, Republic of","Primary net lending (+) / net borrowing (-), General government, Percent of GDP",,,,,,-83.502,-90.822,-152.319,-202.134,-69.198,-153.683,-229.16,-549.84,-210.737,-479.899,-117.68,-2.728,4.578,-5.936,0.899,-2.219,15.486,17.867,10.017,9.299,18.597,21.816,17.174,14.642,-6.426,-4.291,1.11,-6.96,-4.055,-7.076,-14.707,-10.507,-2.167,1.166,2.686,-0.433,3.689,12.687,3.475,0.542,-0.234,-0.791,-1.668,-2.015,-2.14,-1.657
Benin,"Imports of goods, Volume, Cost insurance freight (CIF), Percent change",-38.14,23.395,5.135,-40.769,-1.539,49.529,32.37,9.041,-3.461,-40.808,92.517,9.727,48.011,-9.497,-48.075,123.129,3.001,1.342,11.482,19.218,-12.115,12.921,29.914,29.898,-2.777,-11.267,9.028,45.326,3.767,8.325,-15.166,-12.086,6.54,34.463,29.747,0.938,6.359,7.437,13.178,-10.867,-2.932,3.02,-12.98,18.013,1.481,24.008,21.638,12.973,12.243,11.396,11.302
"Congo, Democratic Republic of the","Revenue, General government, Domestic currency",,,,,,,,,,,,,,,,,0.207,0.504,0.548,1.836,8.388,67.602,153.178,179.136,288.669,531.043,684.423,881.183,1238.898,2022.768,2918.251,3093.78,4175.632,4883.625,6179.892,5463.039,5225.225,6130.838,8226.874,9063.952,8607.887,13963.906,22939.743,24419.32,32063.488,35438.905,40152.695,46309.415,52698.809,59340.723,65382.985
Benin,"Exports of goods, Volume, Free on board (FOB), Percent change",-19.05,16.795,2.045,-35.747,17.448,46.196,-7.475,-10.786,-16.257,61.113,15.938,62.085,-5.655,0.481,26.493,58.498,-7.799,23.488,-24.672,-1.006,43.441,-8.624,11.071,52.453,-12.66,6.137,19.949,45.172,6.313,3.546,-5.027,-16.722,20.825,31.94,20.569,-4.219,24.556,4.995,0.334,-13.555,4.165,-1.72,-15.921,28.378,4.723,24.297,20.059,13.001,11.882,11.794,9.419
